ArrayExpress_Species	Assay_Type	AssemblyName	AvgSpotLen	BioProject	BioSample	BioSampleModel	Center_Name	DATASTORE_filetype	DATASTORE_provider	ENA_FIRST_PUBLIC	ENA_LAST_UPDATE	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	collected_by	collection_date	geo_loc_name	isolate_name_alias	isolation_source	lat_lon	serovar	strain	sub_species	Consent	LibrarySource
	WGS		436	PRJEB19916	SAMEA104127623		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069296	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	116	63	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009617	ERS1791516	ERP021993	74_11		1974			Urine		Paratyphi C			public	GENOMIC
	WGS		435	PRJEB19916	SAMEA104127624		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069297	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	133	72	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009618	ERS1791517	ERP021993	77_1		1977			Stool		Paratyphi C			public	GENOMIC
	WGS		399	PRJEB19916	SAMEA104127625		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069298	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	164	87	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009619	ERS1791518	ERP021993	84_3		1984			Stool		Paratyphi C			public	GENOMIC
	WGS		364	PRJEB19916	SAMEA104127626		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069299	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	199	103	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009620	ERS1791519	ERP021993	85_3		1985			Abscess		Paratyphi C			public	GENOMIC
	WGS		399	PRJEB19916	SAMEA104127627		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069300	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	160	85	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009621	ERS1791520	ERP021993	85_6		1985			Blood		Paratyphi C			public	GENOMIC
	WGS		403	PRJEB19916	SAMEA104127628		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069301	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	151	79	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009622	ERS1791521	ERP021993	86_1		1986			Blood		Paratyphi C			public	GENOMIC
	WGS		363	PRJEB19916	SAMEA104127629		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069302	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	148	75	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009623	ERS1791522	ERP021993	87_14		1987			Stool		Paratyphi C			public	GENOMIC
	WGS		449	PRJEB19916	SAMEA104127630		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069303	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	125	69	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009624	ERS1791523	ERP021993	87_3		1987			Urine		Paratyphi C			public	GENOMIC
	WGS		436	PRJEB19916	SAMEA104127631		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069304	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	130	70	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009625	ERS1791524	ERP021993	87_4		1987			Blood		Paratyphi C			public	GENOMIC
	WGS		359	PRJEB19916	SAMEA104127632		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069305	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	162	84	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009626	ERS1791525	ERP021993	87_5		1987			Stool		Paratyphi C			public	GENOMIC
	WGS		373	PRJEB19916	SAMEA104127633		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069306	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	161	87	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009627	ERS1791526	ERP021993	88_27		1988			Uknown		Paratyphi C			public	GENOMIC
	WGS		401	PRJEB19916	SAMEA104127634		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069307	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	102	55	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009628	ERS1791527	ERP021993	88_33		1988			Uknown		Paratyphi C			public	GENOMIC
	WGS		403	PRJEB19916	SAMEA104127635		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069308	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	119	67	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009629	ERS1791528	ERP021993	89_2		1989			Blood		Paratyphi C			public	GENOMIC
	WGS		373	PRJEB19916	SAMEA104127636		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069309	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	138	71	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009630	ERS1791529	ERP021993	90_25		1990			Uknown		Paratyphi C			public	GENOMIC
	WGS		392	PRJEB19916	SAMEA104127637		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069310	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	208	110	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009631	ERS1791530	ERP021993	92_10881		1992			Human		Paratyphi C			public	GENOMIC
	WGS		398	PRJEB19916	SAMEA104127638		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069311	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	144	77	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009632	ERS1791531	ERP021993	92_6210		1992			Uknown		Paratyphi C			public	GENOMIC
	WGS		428	PRJEB19916	SAMEA104127639		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069312	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	143	79	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009633	ERS1791532	ERP021993	93_6018		1993			Uknown		Paratyphi C			public	GENOMIC
	WGS		429	PRJEB19916	SAMEA104127640		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069313	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	87	48	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009634	ERS1791533	ERP021993	86_6		1986			Uknown		Paratyphi C			public	GENOMIC
	WGS		427	PRJEB19916	SAMEA104127641		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069314	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	80	57	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009635	ERS1791534	ERP021993	58_2		1958			Blood		Paratyphi C			public	GENOMIC
	WGS		194	PRJNA248792	SAMN06248064	Pathogen.cl	PHE	contigsminhash_sigrealignref_statssrawgmlst_sig	ncbi			SRX2509677	0	Illumina HiSeq 2500	PAIRED	RANDOM	285660	2017-01-21	187	86	Salmonella enterica subsp. enterica	ILLUMINA	2017-01-22	SRR5193999	SRS1933653	SRP042645	285660.biosample	PHE	Aug-2016	United Kingdom: United Kingdom	285660	Human	Missing	Salmonella Paratyphi B	285660	enterica	public	GENOMIC
	WGS		442	PRJEB19916	SAMEA104127642		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069315	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	93	54	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009636	ERS1791535	ERP021993	65_5		1965			Blood		Paratyphi C			public	GENOMIC
	WGS		422	PRJEB19916	SAMEA104127643		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069316	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	90	52	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009637	ERS1791536	ERP021993	00_7798		2000			Stool		Paratyphi C			public	GENOMIC
	WGS		429	PRJEB19916	SAMEA104127644		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069317	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	93	51	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009638	ERS1791537	ERP021993	88_17		1988			Pus		Paratyphi C			public	GENOMIC
	WGS		399	PRJEB19916	SAMEA104127645		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069318	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	91	48	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009639	ERS1791538	ERP021993	70_7		1970			Blood		Paratyphi C			public	GENOMIC
	WGS		422	PRJEB19916	SAMEA104127646		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069319	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	99	54	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009640	ERS1791539	ERP021993	09_2819		2009			Blood		Paratyphi C			public	GENOMIC
	WGS		356	PRJEB19916	SAMEA104127647		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069320	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	99	56	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009641	ERS1791540	ERP021993	65_10		1965			Human		Paratyphi C			public	GENOMIC
	WGS		412	PRJEB19916	SAMEA104127648		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069321	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	101	63	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009642	ERS1791541	ERP021993	70_9		1970			Blood		Paratyphi C			public	GENOMIC
	WGS		426	PRJEB19916	SAMEA104127649		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069322	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	98	54	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009643	ERS1791542	ERP021993	90_13		1990			Pus Osteitis		Paratyphi C			public	GENOMIC
	WGS		417	PRJEB19916	SAMEA104127650		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069323	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	122	66	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009644	ERS1791543	ERP021993	88_16		1988			Osteitis		Paratyphi C			public	GENOMIC
	WGS		404	PRJEB19916	SAMEA104127651		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069324	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	161	95	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009645	ERS1791544	ERP021993	00_3856		2000			Stool		Paratyphi C			public	GENOMIC
	WGS		448	PRJEB19916	SAMEA104127652		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069325	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	144	81	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009646	ERS1791545	ERP021993	00_7967		2000			Stool		Paratyphi C			public	GENOMIC
	WGS		390	PRJEB19916	SAMEA104127653		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069326	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	216	126	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009647	ERS1791546	ERP021993	00_0529		2000			Stool		Paratyphi C			public	GENOMIC
	WGS		486	PRJEB19916	SAMEA104127655		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069327	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	151	89	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009648	ERS1791548	ERP021993	20110645		2011			Biopsy		Paratyphi C			public	GENOMIC
	WGS		427	PRJEB19916	SAMEA104127656		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069328	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	153	89	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009649	ERS1791549	ERP021993	67_12		1967			Blood		Paratyphi C			public	GENOMIC
	WGS		431	PRJEB19916	SAMEA104127657		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069329	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	125	70	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009650	ERS1791550	ERP021993	87_6		1987			Blood		Paratyphi C			public	GENOMIC
	WGS		392	PRJEB19916	SAMEA104127658		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069330	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	162	91	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009651	ERS1791551	ERP021993	88_11		1988			Uknown		Paratyphi C			public	GENOMIC
	WGS		364	PRJEB19916	SAMEA104127659		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069331	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	186	104	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009652	ERS1791552	ERP021993	88_15		1988			Blood		Paratyphi C			public	GENOMIC
	WGS		408	PRJEB19916	SAMEA104127660		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069332	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	204	115	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009653	ERS1791553	ERP021993	88_31		1988			Uknown		Paratyphi C			public	GENOMIC
	WGS		414	PRJEB19916	SAMEA104127661		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069333	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	186	105	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009654	ERS1791554	ERP021993	89_12		1989			Cerebrospinal Fluid Blood		Paratyphi C			public	GENOMIC
	WGS		417	PRJEB19916	SAMEA104127662		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069334	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	163	91	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009655	ERS1791555	ERP021993	89_13		1989			Blood		Paratyphi C			public	GENOMIC
	WGS		399	PRJEB19916	SAMEA104127663		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069335	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	153	84	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009656	ERS1791556	ERP021993	90_15		1990			Blood		Paratyphi C			public	GENOMIC
	WGS		415	PRJEB19916	SAMEA104127664		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069336	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	216	124	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009657	ERS1791557	ERP021993	90_26		1990			Uknown		Paratyphi C			public	GENOMIC
	WGS		411	PRJEB19916	SAMEA104127665		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069337	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	162	90	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009658	ERS1791558	ERP021993	92_0113		1992			Uknown		Paratyphi C			public	GENOMIC
	WGS		382	PRJEB19916	SAMEA104127666		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069338	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	140	80	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009659	ERS1791559	ERP021993	92_7897		1992			Uknown		Paratyphi C			public	GENOMIC
	WGS		406	PRJEB19916	SAMEA104127667		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069339	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	170	94	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009660	ERS1791560	ERP021993	93_11347		1993			Uknown		Paratyphi C			public	GENOMIC
	WGS		422	PRJEB19916	SAMEA104127668		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069340	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	167	95	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009661	ERS1791561	ERP021993	99_7322		1999			Uknown		Paratyphi C			public	GENOMIC
	WGS		475	PRJEB19916	SAMEA104127669		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069341	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	111	63	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009662	ERS1791562	ERP021993	99_8508		1999			Uknown		Paratyphi C			public	GENOMIC
	WGS		405	PRJEB19916	SAMEA104127670		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069342	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	129	76	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009663	ERS1791563	ERP021993	02_4526		2002			Human		Paratyphi C			public	GENOMIC
	WGS		432	PRJEB19916	SAMEA104127671		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069343	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	158	96	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009664	ERS1791564	ERP021993	65_11bis		1965			Stool		Paratyphi C			public	GENOMIC
	WGS		406	PRJEB19916	SAMEA104127672		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069344	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	158	91	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009665	ERS1791565	ERP021993	65_1bis		1965			Blood		Paratyphi C			public	GENOMIC
	WGS		354	PRJEB19916	SAMEA104127673		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069345	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	331	223	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009666	ERS1791566	ERP021993	98_5390		1998			Uknown		Paratyphi C			public	GENOMIC
	WGS		457	PRJEB19916	SAMEA104127674		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069346	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	74	49	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009667	ERS1791567	ERP021993	00_5112		2000			Stool		Paratyphi C			public	GENOMIC
	WGS		391	PRJEB19916	SAMEA104127675		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069347	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	133	92	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009668	ERS1791568	ERP021993	03_9548		2003			Blood		Paratyphi C			public	GENOMIC
	WGS		470	PRJEB19916	SAMEA104127676		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069348	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	124	77	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009669	ERS1791569	ERP021993	03_5313		2003			Human		Paratyphi C			public	GENOMIC
	WGS		411	PRJEB19916	SAMEA104127677		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069349	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	154	102	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009670	ERS1791570	ERP021993	05_1970		2005			Wound		Paratyphi C			public	GENOMIC
	WGS		413	PRJEB19916	SAMEA104127678		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069350	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	148	99	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009671	ERS1791571	ERP021993	09_1655		2009			Blood		Paratyphi C			public	GENOMIC
	WGS		402	PRJEB19916	SAMEA104127679		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069351	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	304	210	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009672	ERS1791572	ERP021993	1435K / WS740		1965			Uknown		Paratyphi C			public	GENOMIC
	WGS		456	PRJEB19916	SAMEA104127680		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069352	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	103	67	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009673	ERS1791573	ERP021993	20124063		2012			Stool		Paratyphi C			public	GENOMIC
	WGS		373	PRJEB19916	SAMEA104127681		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069353	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	166	111	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009674	ERS1791574	ERP021993	32K_WS302		1914			Blood		Paratyphi C			public	GENOMIC
	WGS		403	PRJEB19916	SAMEA104127682		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069354	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	78	52	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009675	ERS1791575	ERP021993	4827_84 / WS845		1984			Blood		Paratyphi C			public	GENOMIC
	WGS		396	PRJEB19916	SAMEA104127683		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069355	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	198	133	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009676	ERS1791576	ERP021993	57_1		1957			Uknown		Paratyphi C			public	GENOMIC
	WGS		406	PRJEB19916	SAMEA104127684		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069356	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	78	53	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009677	ERS1791577	ERP021993	57_2		1957			Uknown		Paratyphi C			public	GENOMIC
	WGS		377	PRJEB19916	SAMEA104127685		WARWICK UNIVERSITY	minhash_sigrealignref_statssrawgmlst_sig	ncbi	2017-06-17	2017-06-16	ERX2069357	500	Illumina MiSeq	PAIRED	RANDOM	unspecified	2017-06-23	256	170	Salmonella enterica subsp. enterica serovar Paratyphi C	ILLUMINA	2017-06-19	ERR2009678	ERS1791578	ERP021993	58_3		1958			Blood		Paratyphi C			public	GENOMIC
